timestamp,zone,status
2025-09-20 20:57:19,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:19,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:20,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:21,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:21,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:22,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:22,Zone 5,⚠️ Possible Drowning
2025-09-20 20:57:22,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:23,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:23,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:23,Zone 5,⚠️ Possible Drowning
2025-09-20 20:57:24,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:24,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:24,Zone 5,⚠️ Possible Drowning
2025-09-20 20:57:25,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:25,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:26,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:26,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:27,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:27,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:28,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:28,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:29,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:29,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:30,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:30,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:30,Zone 5,⚠️ Possible Drowning
2025-09-20 20:57:31,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:31,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:32,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:32,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:33,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:34,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:34,Zone 5,⚠️ Possible Drowning
2025-09-20 20:57:35,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:35,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:36,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:37,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:37,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:37,Zone 3,⚠️ Possible Drowning
2025-09-20 20:57:38,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:38,Zone 2,⚠️ Possible Drowning
2025-09-20 20:57:38,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:39,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:39,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:40,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:40,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:41,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:41,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:42,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:42,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:43,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:43,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:44,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:44,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:45,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:45,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:46,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:46,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:47,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:47,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:48,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:48,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:49,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:49,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:50,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:50,Zone 2,⚠️ Possible Drowning
2025-09-20 20:57:50,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:51,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:51,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:51,Zone 6,⚠️ Possible Drowning
2025-09-20 20:57:52,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:52,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:54,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:55,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:55,Zone 5,⚠️ Possible Drowning
2025-09-20 20:57:55,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:56,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:56,Zone 5,⚠️ Possible Drowning
2025-09-20 20:57:56,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:57,Zone 2,⚠️ Possible Drowning
2025-09-20 20:57:57,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:57,Zone 5,⚠️ Possible Drowning
2025-09-20 20:57:58,Zone 1,⚠️ Possible Drowning
2025-09-20 20:57:58,Zone 4,⚠️ Possible Drowning
2025-09-20 20:57:59,Zone 5,⚠️ Possible Drowning
2025-09-20 20:57:59,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:00,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:00,Zone 5,⚠️ Possible Drowning
2025-09-20 20:58:00,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:01,Zone 5,⚠️ Possible Drowning
2025-09-20 20:58:01,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:01,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:02,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:02,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:02,Zone 5,⚠️ Possible Drowning
2025-09-20 20:58:03,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:03,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:03,Zone 5,⚠️ Possible Drowning
2025-09-20 20:58:04,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:04,Zone 5,⚠️ Possible Drowning
2025-09-20 20:58:04,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:05,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:05,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:06,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:06,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:06,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:07,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:07,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:08,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:08,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:09,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:09,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:10,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:11,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:11,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:12,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:12,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:13,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:13,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:14,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:14,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:15,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:15,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:16,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:16,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:17,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:17,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:17,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:18,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:18,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:18,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:19,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:19,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:19,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:20,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:20,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:20,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:21,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:21,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:21,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:22,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:22,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:23,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:23,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:23,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:24,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:24,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:24,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:25,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:25,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:25,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:26,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:26,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:27,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:27,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:28,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:28,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:29,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:29,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:29,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:30,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:30,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:30,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:31,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:31,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:32,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:32,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:32,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:33,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:33,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:34,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:34,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:35,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:35,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:36,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:36,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:36,Zone 2,⚠️ Possible Drowning
2025-09-20 20:58:37,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:37,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:37,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:38,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:38,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:38,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:39,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:39,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:40,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:40,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:40,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:41,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:41,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:41,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:42,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:42,Zone 5,⚠️ Possible Drowning
2025-09-20 20:58:42,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:43,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:43,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:43,Zone 5,⚠️ Possible Drowning
2025-09-20 20:58:43,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:44,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:44,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:44,Zone 5,⚠️ Possible Drowning
2025-09-20 20:58:44,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:45,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:45,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:45,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:46,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:46,Zone 5,⚠️ Possible Drowning
2025-09-20 20:58:46,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:47,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:47,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:48,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:48,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:49,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:50,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:50,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:51,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:51,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:52,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:53,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:53,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:54,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:54,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:55,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:55,Zone 2,⚠️ Possible Drowning
2025-09-20 20:58:56,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:56,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:56,Zone 2,⚠️ Possible Drowning
2025-09-20 20:58:57,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:57,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:57,Zone 2,⚠️ Possible Drowning
2025-09-20 20:58:58,Zone 5,⚠️ Possible Drowning
2025-09-20 20:58:58,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:58,Zone 1,⚠️ Possible Drowning
2025-09-20 20:58:58,Zone 2,⚠️ Possible Drowning
2025-09-20 20:58:59,Zone 4,⚠️ Possible Drowning
2025-09-20 20:58:59,Zone 6,⚠️ Possible Drowning
2025-09-20 20:58:59,Zone 1,⚠️ Possible Drowning
2025-09-20 20:59:00,Zone 2,⚠️ Possible Drowning
2025-09-20 20:59:00,Zone 4,⚠️ Possible Drowning
2025-09-20 20:59:00,Zone 5,⚠️ Possible Drowning
2025-09-20 20:59:00,Zone 6,⚠️ Possible Drowning
2025-09-20 20:59:01,Zone 1,⚠️ Possible Drowning
2025-09-20 20:59:01,Zone 2,⚠️ Possible Drowning
2025-09-20 20:59:01,Zone 2,⚠️ Possible Drowning
2025-09-20 20:59:01,Zone 2,⚠️ Possible Drowning
2025-09-20 20:59:01,Zone 2,⚠️ Possible Drowning
2025-09-20 20:59:01,Zone 2,⚠️ Possible Drowning
2025-09-20 20:59:01,Zone 2,⚠️ Possible Drowning
2025-09-20 20:59:01,Zone 2,⚠️ Possible Drowning
2025-09-20 21:02:09,Zone 6,⚠️ Possible Drowning
2025-09-20 21:02:10,Zone 6,⚠️ Possible Drowning
2025-09-20 21:02:22,Zone 4,⚠️ Possible Drowning
2025-09-20 21:04:36,Zone 6,⚠️ Possible Drowning
2025-09-20 21:04:37,Zone 6,⚠️ Possible Drowning
2025-09-20 21:04:51,Zone 5,⚠️ Possible Drowning
2025-09-20 21:04:51,Zone 4,⚠️ Possible Drowning
2025-09-20 21:05:07,Zone 2,⚠️ Possible Drowning
2025-09-20 21:05:08,Zone 2,⚠️ Possible Drowning
2025-09-20 21:05:08,Zone 2,⚠️ Possible Drowning
2025-09-20 21:05:20,Zone 6,⚠️ Possible Drowning
2025-09-20 21:05:21,Zone 2,⚠️ Possible Drowning
2025-09-20 21:05:21,Zone 1,⚠️ Possible Drowning
2025-09-20 21:05:23,Zone 1,⚠️ Possible Drowning
2025-09-20 21:05:24,Zone 2,⚠️ Possible Drowning
2025-09-20 21:05:24,Zone 2,⚠️ Possible Drowning
2025-09-20 21:08:25,Zone 1,⚠️ Possible Drowning
2025-09-20 21:08:25,Zone 2,⚠️ Possible Drowning
2025-09-20 21:08:25,Zone 2,⚠️ Possible Drowning
2025-09-20 21:08:25,Zone 2,⚠️ Possible Drowning
2025-09-20 21:08:25,Zone 2,⚠️ Possible Drowning
2025-09-20 21:08:25,Zone 5,⚠️ Possible Drowning
2025-09-20 21:08:25,Zone 1,⚠️ Possible Drowning
2025-09-20 21:08:26,Zone 6,⚠️ Possible Drowning
2025-09-20 21:08:26,Zone 6,⚠️ Possible Drowning
2025-09-20 21:08:27,Zone 1,⚠️ Possible Drowning
2025-09-20 21:08:39,Zone 6,⚠️ Possible Drowning
2025-09-20 21:08:40,Zone 6,⚠️ Possible Drowning
2025-09-20 21:08:51,Zone 4,⚠️ Possible Drowning
2025-09-20 21:09:04,Zone 2,⚠️ Possible Drowning
2025-09-20 21:09:05,Zone 2,⚠️ Possible Drowning
2025-09-20 21:09:06,Zone 2,⚠️ Possible Drowning
2025-09-20 21:09:09,Zone 2,⚠️ Possible Drowning
2025-09-20 21:09:19,Zone 6,⚠️ Possible Drowning
2025-09-20 21:09:20,Zone 2,⚠️ Possible Drowning
2025-09-20 21:09:21,Zone 1,⚠️ Possible Drowning
2025-09-20 21:12:24,Zone 6,⚠️ Possible Drowning
2025-09-20 21:12:25,Zone 6,⚠️ Possible Drowning
2025-09-20 21:12:38,Zone 4,⚠️ Possible Drowning
2025-09-20 21:18:27,Zone 1,⚠️ Possible Drowning
2025-09-20 21:18:46,Zone 6,⚠️ Possible Drowning
2025-09-20 21:18:47,Zone 6,⚠️ Possible Drowning
2025-09-20 21:19:00,Zone 4,⚠️ Possible Drowning
2025-09-20 21:19:13,Zone 2,⚠️ Possible Drowning
2025-09-20 21:19:13,Zone 2,⚠️ Possible Drowning
2025-09-20 21:19:14,Zone 2,⚠️ Possible Drowning
2025-09-20 21:21:42,Zone 6,⚠️ Possible Drowning
2025-09-20 21:21:43,Zone 6,⚠️ Possible Drowning
2025-09-20 21:21:59,Zone 1,⚠️ Possible Drowning
2025-09-20 21:21:59,Zone 5,⚠️ Possible Drowning
2025-09-20 21:22:01,Zone 5,⚠️ Possible Drowning
2025-09-20 21:22:01,Zone 4,⚠️ Possible Drowning
2025-09-20 21:32:41,Zone 6,⚠️ Possible Drowning
2025-09-20 21:32:42,Zone 6,⚠️ Possible Drowning
2025-09-20 21:32:56,Zone 4,⚠️ Possible Drowning
2025-09-20 21:33:12,Zone 2,⚠️ Possible Drowning
2025-09-20 21:33:13,Zone 2,⚠️ Possible Drowning
2025-09-20 21:33:13,Zone 2,⚠️ Possible Drowning
2025-09-20 21:33:16,Zone 2,⚠️ Possible Drowning
2025-09-20 21:33:26,Zone 6,⚠️ Possible Drowning
2025-09-20 21:33:27,Zone 2,⚠️ Possible Drowning
2025-09-20 21:33:28,Zone 1,⚠️ Possible Drowning
2025-09-20 21:33:30,Zone 1,⚠️ Possible Drowning
2025-09-20 21:33:31,Zone 2,⚠️ Possible Drowning
2025-09-20 21:33:31,Zone 2,⚠️ Possible Drowning
2025-09-20 21:33:33,Zone 6,⚠️ Possible Drowning
2025-09-20 21:33:36,Zone 2,⚠️ Possible Drowning
2025-09-20 21:33:40,Zone 6,⚠️ Possible Drowning
2025-09-20 21:33:40,Zone 6,⚠️ Possible Drowning
2025-09-20 21:33:53,Zone 2,⚠️ Possible Drowning
2025-09-20 21:33:54,Zone 2,⚠️ Possible Drowning
2025-09-20 21:33:56,Zone 6,⚠️ Possible Drowning
2025-09-20 21:33:58,Zone 6,⚠️ Possible Drowning
2025-09-20 21:33:59,Zone 6,⚠️ Possible Drowning
2025-09-20 21:33:59,Zone 6,⚠️ Possible Drowning
2025-09-20 21:34:00,Zone 6,⚠️ Possible Drowning
2025-09-20 21:34:04,Zone 6,⚠️ Possible Drowning
2025-09-20 21:34:06,Zone 6,⚠️ Possible Drowning
2025-09-20 21:34:08,Zone 6,⚠️ Possible Drowning
2025-09-20 21:34:09,Zone 6,⚠️ Possible Drowning
2025-09-20 21:37:44,Zone 6,⚠️ Possible Drowning
2025-09-20 21:37:45,Zone 6,⚠️ Possible Drowning
2025-09-20 21:37:57,Zone 4,⚠️ Possible Drowning
2025-09-20 21:38:10,Zone 2,⚠️ Possible Drowning
2025-09-20 21:38:11,Zone 2,⚠️ Possible Drowning
2025-09-20 21:38:11,Zone 2,⚠️ Possible Drowning
2025-09-20 21:38:23,Zone 2,⚠️ Possible Drowning
2025-09-20 21:38:23,Zone 1,⚠️ Possible Drowning
2025-09-20 21:38:25,Zone 1,⚠️ Possible Drowning
2025-09-20 21:38:26,Zone 2,⚠️ Possible Drowning
2025-09-20 21:38:26,Zone 2,⚠️ Possible Drowning
2025-09-20 21:38:28,Zone 6,⚠️ Possible Drowning
2025-09-20 21:38:30,Zone 2,⚠️ Possible Drowning
2025-09-20 21:38:34,Zone 6,⚠️ Possible Drowning
2025-09-20 21:38:34,Zone 6,⚠️ Possible Drowning
2025-09-20 21:38:47,Zone 2,⚠️ Possible Drowning
2025-09-20 21:38:48,Zone 2,⚠️ Possible Drowning
2025-09-20 21:38:50,Zone 6,⚠️ Possible Drowning
2025-09-20 22:16:07,Zone 6,⚠️ Possible Drowning
2025-09-20 22:16:08,Zone 6,⚠️ Possible Drowning
2025-09-20 22:16:18,Zone 4,⚠️ Possible Drowning
2025-09-20 23:22:51,Zone 6,⚠️ Possible Drowning
2025-09-20 23:22:51,Zone 6,⚠️ Possible Drowning
2025-09-20 23:22:59,Zone 4,⚠️ Possible Drowning
2025-09-20 23:23:07,Zone 2,⚠️ Possible Drowning
2025-09-20 23:23:08,Zone 2,⚠️ Possible Drowning
2025-09-20 23:23:08,Zone 2,⚠️ Possible Drowning
2025-09-20 23:23:19,Zone 6,⚠️ Possible Drowning
2025-09-20 23:23:20,Zone 2,⚠️ Possible Drowning
2025-09-20 23:23:20,Zone 1,⚠️ Possible Drowning
2025-09-20 23:23:22,Zone 1,⚠️ Possible Drowning
2025-09-20 23:23:22,Zone 2,⚠️ Possible Drowning
2025-09-20 23:23:23,Zone 2,⚠️ Possible Drowning
2025-09-20 23:23:24,Zone 6,⚠️ Possible Drowning
2025-09-20 23:23:26,Zone 2,⚠️ Possible Drowning
2025-09-20 23:24:34,Zone 6,⚠️ Possible Drowning
2025-09-20 23:24:35,Zone 6,⚠️ Possible Drowning
2025-09-20 23:24:47,Zone 4,⚠️ Possible Drowning
2025-09-20 23:25:26,Zone 5,⚠️ Possible Drowning
2025-09-20 23:25:26,Zone 6,⚠️ Possible Drowning
2025-09-20 23:25:27,Zone 1,⚠️ Possible Drowning
2025-09-20 23:25:29,Zone 2,⚠️ Possible Drowning
2025-09-20 23:25:29,Zone 2,⚠️ Possible Drowning
2025-09-20 23:25:30,Zone 2,⚠️ Possible Drowning
2025-09-20 23:35:44,Zone 6,⚠️ Possible Drowning
2025-09-20 23:35:45,Zone 6,⚠️ Possible Drowning
2025-09-20 23:35:56,Zone 4,⚠️ Possible Drowning
2025-09-20 23:36:11,Zone 2,⚠️ Possible Drowning
2025-09-20 23:36:11,Zone 2,⚠️ Possible Drowning
2025-09-20 23:36:12,Zone 6,⚠️ Possible Drowning
2025-09-20 23:36:12,Zone 2,⚠️ Possible Drowning
2025-09-20 23:36:13,Zone 1,⚠️ Possible Drowning
2025-09-20 23:36:15,Zone 2,⚠️ Possible Drowning
